Language,Level of Endangerment,Number of Speakers,Linguistic Family,Countries,Coordinates,Latitude,Longitude
Southeastern Tarahumara,Vulnerable,5406.0,Uto-Aztecan,Mexico,"26.0891,-106.9645",26.0891,-106.9645
Chimané,Vulnerable,5300.0,Moseten–Chonan,Bolivia (Plurinational State of),"-15.2629,-66.8518",-15.2629,-66.8518
Dilling,Definitely endangered,5295.0,Nilo-Saharan,Sudan,"12.0178,29.663",12.0178,29.663
San Dionisio del Mar Huave,Definitely endangered,5165.0,Language isolate,Mexico,"16.3166,-94.75",16.3166,-94.75
Lafofa,Severely endangered,5140.0,Niger–Congo,Sudan,"10.3716,30.6243",10.3716,30.6243
Akeu,Definitely endangered,5000.0,Sino-Tibetan,"Lao People's Democratic Republic, Myanmar, Thailand","21.5833,101.0166",21.5833,101.0166
Anung (China),Critically endangered,5000.0,Sino-Tibetan,China,"26.7368,98.7766",26.7368,98.7766
Bagvalal,Definitely endangered,5000.0,Northeast Caucasian,Russian Federation,"42.5247,46.192",42.5247,46.192
Bambassi,Definitely endangered,5000.0,Afro-Asiatic,Ethiopia,"9.7469,34.7662",9.7469,34.7662
Barí,Vulnerable,5000.0,Chibchan,Colombia,"9.0261,-73.2678",9.0261,-73.2678
Bartangi,Severely endangered,5000.0,Indo-European,Tajikistan,"38.048,71.8286",38.048,71.8286
Bokar,Vulnerable,5000.0,Sino-Tibetan,"China, India","28.8735,94.3807",28.8735,94.3807
Brokpa,Definitely endangered,5000.0,Sino-Tibetan,Bhutan,"27.3766,91.9981",27.3766,91.9981
Creek,Definitely endangered,5000.0,Muskogean,United States of America,"35.6319,-95.9616",35.6319,-95.9616
Cubeo (Colombia),Vulnerable,5000.0,Tucanoan,Colombia,"1.5,-70.5",1.5,-70.5
Dagur (Hailar),Definitely endangered,5000.0,Mongolic,China,"48.6111,119.7949",48.6111,119.7949
Damal,Vulnerable,5000.0,Trans–New Guinea or language isolate,Indonesia,"-4.2806,137.0324",-4.2806,137.0324
Dhaiso,Definitely endangered,5000.0,Niger–Congo,United Republic of Tanzania,"-5.0745,38.4741",-5.0745,38.4741
Gorum,Definitely endangered,5000.0,Austroasiatic,India,"18.667,83.0346",18.667,83.0346
Guarayu,Definitely endangered,5000.0,Tupian,Bolivia (Plurinational State of),"-15.919,-62.8747",-15.919,-62.8747
Gutnish,Definitely endangered,5000.0,Indo-European,Sweden,"57.3027,18.5284",57.3027,18.5284
Hopi,Vulnerable,5000.0,Uto-Aztecan,United States of America,"35.8721,-110.6205",35.8721,-110.6205
Ilue,Critically endangered,5000.0,Niger–Congo,Nigeria,"4.9185,8.2397",4.9185,8.2397
Jibbali,Severely endangered,5000.0,Afro-Asiatic,Oman,"18.0623,52.4267",18.0623,52.4267
Kalasha,Severely endangered,5000.0,Indo-European,Pakistan,"35.6684,71.7201",35.6684,71.7201
Kami,Severely endangered,5000.0,Niger–Congo,United Republic of Tanzania,"-6.8937,37.1337",-6.8937,37.1337
Kathu,Definitely endangered,5000.0,Sino-Tibetan,China,"24.136,105.249",24.136,105.249
Khojki,Severely endangered,5000.0,Indo-European,Oman,"23.6193,58.5653",23.6193,58.5653
Khwe,Definitely endangered,5000.0,Khoe,Namibia,"-18.271,21.4892",-18.271,21.4892
Kom,Definitely endangered,5000.0,Sino-Tibetan,India,"24.0414,93.6639",24.0414,93.6639
Korandje,Severely endangered,5000.0,Nilo-Saharan,Algeria,"29.4049,-3.2605",29.4049,-3.2605
Lachi,Definitely endangered,5000.0,Kra–Dai,Viet Nam,"22.5,104.1333",22.5,104.1333
Mak,Definitely endangered,5000.0,Kra–Dai,China,"25.5532,107.3809",25.5532,107.3809
Manihiki,Definitely endangered,5000.0,Austronesian,Cook Islands,"-10.4,-161",-10.4,-161
Megleno-Romanian,Severely endangered,5000.0,Indo-European,"Greece, The former Yugoslav Republic of Macedonia","41.1042,22.2025",41.1042,22.2025
Miji,Definitely endangered,5000.0,Sino-Tibetan,India,"27.3351,92.5735",27.3351,92.5735
Mo'ang (China),Definitely endangered,5000.0,Sino-Tibetan,China,"23.8421,103.9116",23.8421,103.9116
Mo'ang (Viet Nam),Definitely endangered,5000.0,Sino-Tibetan,Viet Nam,"22.7833,105.3666",22.7833,105.3666
Molise Croatian,Severely endangered,5000.0,Indo-European,Italy,"41.8787,14.7065",41.8787,14.7065
Moroccan Judeo-Arabic (Morocco),Severely endangered,5000.0,Afro-Asiatic,Morocco,"34.0435,-5.0097",34.0435,-5.0097
Namuyi,Vulnerable,5000.0,Sino-Tibetan,China,"28.0727,101.9565",28.0727,101.9565
Padoe,Vulnerable,5000.0,Austronesian,Indonesia,"-2.6467,121.2615",-2.6467,121.2615
Patamona (Guyana),Vulnerable,5000.0,Cariban,Guyana,"4.5873,-59.8095",4.5873,-59.8095
Pu,Critically endangered,5000.0,Austroasiatic,India,"8.2549,93.1022",8.2549,93.1022
Pume,Definitely endangered,5000.0,Esmeralda–Yaruro,Venezuela (Bolivarian Republic of),"6.7518,-68.247",6.7518,-68.247
Singpho,Definitely endangered,5000.0,Sino-Tibetan,India,"27.5569,96.7456",27.5569,96.7456
Turi,Definitely endangered,5000.0,Austroasiatic,India,"21.8411,87.2973",21.8411,87.2973
Udi (Azerbaijan),Severely endangered,5000.0,Northeast Caucasian,Azerbaijan,"41.0689,47.4609",41.0689,47.4609
Yecuana (Venezuela),Vulnerable,5000.0,Cariban,Venezuela (Bolivarian Republic of),"4.8501,-64.5117",4.8501,-64.5117
Jirel,Definitely endangered,4919.0,Sino-Tibetan,Nepal,"27.6419,86.2123",27.6419,86.2123
Dolgan,Definitely endangered,4865.0,Turkic,Russian Federation,"71.3851,97.3388",71.3851,97.3388
Romani (Colombia),Vulnerable,4858.0,Sino-Tibetan,Colombia,",",,
Tsum,Definitely endangered,4786.0,Sino-Tibetan,Nepal,"28.4723,85.008",28.4723,85.008
Northern Tlapanec,Vulnerable,4771.0,Sino-Tibetan,Mexico,"17.4203,-98.7814",17.4203,-98.7814
Taroko,Vulnerable,4750.0,Austronesian,China,"24.0916,121.5218",24.0916,121.5218
Kivallirmiutut,Vulnerable,4675.0,Eskimo–Aleut,Canada,"61.0982,-94.1201",61.0982,-94.1201
Puebla Mazatec,Vulnerable,4660.0,Sino-Tibetan,Mexico,"18.476,-96.8351",18.476,-96.8351
Zapotec of Petapa,Definitely endangered,4613.0,Oto-Manguean,Mexico,"16.8333,-95.1166",16.8333,-95.1166
Dungmali,Definitely endangered,4609.0,Sino-Tibetan,Nepal,"27.1874,87.1902",27.1874,87.1902
Saryg Yugur,Severely endangered,4600.0,Turkic,China,"39.2747,98.8439",39.2747,98.8439
Qikiqtaaluk uannangani,Vulnerable,4550.0,Eskimo–Aleut,Canada,"69.3878,-81.615",69.3878,-81.615
Afitti,Severely endangered,4512.0,Nilo-Saharan,Sudan,"12.4419,30.7534",12.4419,30.7534
Nomatsiguenga,Severely endangered,4500.0,Arawakan,Peru,"-11.3292,-74.3664",-11.3292,-74.3664
Piapoko,Definitely endangered,4500.0,Arawakan,"Colombia, Venezuela (Bolivarian Republic of)","4.0396,-68.0712",4.0396,-68.0712
Tokelauan,Severely endangered,4500.0,Austronesian,Tokelau,"-9.1699,-171.8206",-9.1699,-171.8206
Wotu,Vulnerable,4500.0,Austronesian,Indonesia,"-2.6303,120.888",-2.6303,120.888
Wambule,Vulnerable,4471.0,Sino-Tibetan,Nepal,"27.1746,86.4363",27.1746,86.4363
Southern East Cree,Vulnerable,4455.0,Algic,Canada,"50.587,-73.6365",50.587,-73.6365
Arbore,Definitely endangered,4441.0,Afro-Asiatic,Ethiopia,"5.069,36.892",5.069,36.892
Ebang,Severely endangered,4412.0,Niger–Congo,Sudan,"11.313,30.5886",11.313,30.5886
Tafi,Vulnerable,4400.0,Niger–Congo,Ghana,"6.73,0.4421",6.73,0.4421
Puma,Severely endangered,4310.0,Sino-Tibetan,Nepal,"26.9692,86.9004",26.9692,86.9004
Gyele,Definitely endangered,4280.0,Niger–Congo,"Cameroon, Equatorial Guinea","2.2241,9.8986",2.2241,9.8986
Bwisi,Definitely endangered,4248.0,Niger–Congo,"Congo, Gabon","-3.5572,11.4477",-3.5572,11.4477
Eastern Montagnais,Vulnerable,4180.0,Algic,Canada,"50.2136,-66.193",50.2136,-66.193
Atikamekw,Vulnerable,4155.0,Algic,Canada,"47.2104,-74.3827",47.2104,-74.3827
Western Zoque,Vulnerable,4100.0,Sino-Tibetan,Mexico,"16.9063,-91.7333",16.9063,-91.7333
Acoma-Laguna,Definitely endangered,4000.0,Language isolate,United States of America,"34.8964,-107.5816",34.8964,-107.5816
Aka,Definitely endangered,4000.0,Sino-Tibetan,"India, Sudan","27.1666,92.6312",27.1666,92.6312
Baga Manduri,Definitely endangered,4000.0,Niger–Congo,Guinea,"10.0986,-14.0405",10.0986,-14.0405
Baga Sitemu,Severely endangered,4000.0,Niger–Congo,Guinea,"10.1094,-14.1586",10.1094,-14.1586
Botlikh,Definitely endangered,4000.0,Northeast Caucasian,Russian Federation,"42.6602,46.2222",42.6602,46.2222
Bunan,Definitely endangered,4000.0,Sino-Tibetan,India,"32.7503,76.2451",32.7503,76.2451
Cashinahua (Peru),Definitely endangered,4000.0,Panoan,Peru,"-10.3581,-71.5869",-10.3581,-71.5869
Cha'palaa,Definitely endangered,4000.0,Barbacoan,Ecuador,"0.9386,-79.0055",0.9386,-79.0055
Evenki (Manchuria),Severely endangered,4000.0,Tungusic,China,"50.34,123.43",50.34,123.43
Gazhuo,Definitely endangered,4000.0,Sino-Tibetan,China,"24.0959,102.5463",24.0959,102.5463
Godoberi,Definitely endangered,4000.0,Northeast Caucasian,Russian Federation,"42.643,46.1027",42.643,46.1027
"Kari'ña (Guyana, Suriname)",Severely endangered,4000.0,Cariban,"Guyana, Suriname","6.8828,-60.2929",6.8828,-60.2929
Lishan Didan (Israel),Severely endangered,4000.0,Afro-Asiatic,Israel,"32.0383,34.7827",32.0383,34.7827
Maleng,Definitely endangered,4000.0,Sino-Tibetan,Lao People's Democratic Republic,"18.0166,105",18.0166,105
Napu,Vulnerable,4000.0,Austronesian,Indonesia,"-1.2882,120.2536",-1.2882,120.2536
Rahambuu,Vulnerable,4000.0,Austronesian,Indonesia,"-3.1898,121.0858",-3.1898,121.0858
Shingsaba,Vulnerable,4000.0,Sino-Tibetan,"China, Nepal","27.7163,87.4731",27.7163,87.4731
Sinkiang Dagur,Definitely endangered,4000.0,Mongolic,China,"46.7737,83.0017",46.7737,83.0017
Taa,Definitely endangered,4000.0,Tuu,Botswana,"-24.1367,20.1049",-24.1367,20.1049
Tennet,Vulnerable,4000.0,Nilo-Saharan,Sudan,"4.8611,33.2226",4.8611,33.2226
Wapishana (Brazil),Definitely endangered,4000.0,Arawakan,Brazil,"2.8113,-61.2377",2.8113,-61.2377
Yagua,Definitely endangered,4000.0,Peba–Yaguan,Peru,"-3.3598,-72.3779",-3.3598,-72.3779
Yanomám,Vulnerable,4000.0,Yanomam,Brazil,"3.3818,-63.8085",3.3818,-63.8085
Yanomami (Venezuela),Vulnerable,4000.0,Yanomam,Venezuela (Bolivarian Republic of),"2.5918,-64.7314",2.5918,-64.7314
Younuo Bunu,Definitely endangered,4000.0,Hmong–Mien,China,"25.1463,106.5405",25.1463,106.5405
Zenaga (Mauritania),Severely endangered,4000.0,Afro-Asiatic,Mauritania,"17.3086,-13.0078",17.3086,-13.0078
Baghati,Critically endangered,3976.0,Indo-European,India,"31.194,77.0471",31.194,77.0471
Bharmauri,Definitely endangered,3976.0,Indo-European,India,"32.4912,76.8383",32.4912,76.8383
Uspantek,Vulnerable,3971.0,Mayan,Guatemala,"15.3475,-90.8684",15.3475,-90.8684
Khang Quang Lam,Severely endangered,3921.0,Austroasiatic,Viet Nam,"22.0333,102.6666",22.0333,102.6666
Konni,Vulnerable,3800.0,Niger–Congo,Ghana,"10.3311,-1.6973",10.3311,-1.6973
Tocho,Severely endangered,3800.0,Niger–Congo,Sudan,"10.8764,30.1135",10.8764,30.1135
Mixtec of the Puebla-Oaxaca border,Definitely endangered,3791.0,Sino-Tibetan,Mexico,"18.1333,-97.6833",18.1333,-97.6833
Nupri,Definitely endangered,3776.0,Sino-Tibetan,Nepal,"28.6384,84.6079",28.6384,84.6079
Ayoreo,Definitely endangered,3700.0,Zamucoan,Bolivia (Plurinational State of),"-18.719,-59.6228",-18.719,-59.6228
Moyon,Definitely endangered,3700.0,Sino-Tibetan,India,"24.4171,94.378",24.4171,94.378
Utsat,Definitely endangered,3700.0,Austronesian,China,"18.2727,109.3871",18.2727,109.3871
Nayi,Vulnerable,3656.0,Afro-Asiatic,Ethiopia,"7.2698,36.1724",7.2698,36.1724
Mussau-Emira,Definitely endangered,3651.0,Austronesian,Papua New Guinea,"-1.4774,149.6392",-1.4774,149.6392
Narim,Definitely endangered,3623.0,Nilo-Saharan,Sudan,"4.9048,34.2224",4.9048,34.2224
Garífuna (Guatemala),Vulnerable,3564.0,Arawakan,Guatemala,"15.8268,-88.7506",15.8268,-88.7506
Nachiring,Severely endangered,3553.0,Sino-Tibetan,Nepal,"27.4144,86.7521",27.4144,86.7521
Eastern Popoloc,Vulnerable,3544.0,Oto-Manguean,Mexico,"18.3322,-97.3471",18.3322,-97.3471
Nding,Critically endangered,3513.0,Niger–Congo,Sudan,"10.4121,30.6024",10.4121,30.6024
Anung (Myanmar),Severely endangered,3500.0,Sino-Tibetan,Myanmar,"27.2,98.6333",27.2,98.6333
Camsá,Definitely endangered,3500.0,Language isolate,Colombia,"0.8788,-76.7724",0.8788,-76.7724
Crow,Definitely endangered,3500.0,Siouan,United States of America,"45.5963,-107.4613",45.5963,-107.4613
Sak (Myanmar),Vulnerable,3500.0,Sino-Tibetan,Myanmar,"21.2333,93.0761",21.2333,93.0761
Shwai,Critically endangered,3500.0,Niger–Congo,Sudan,"11.3184,30.4156",11.3184,30.4156
Wano,Definitely endangered,3500.0,Trans–New Guinea,Indonesia,"-3.5463,137.9058",-3.5463,137.9058
Northwestern Ojibwe,Vulnerable,3465.0,Algic,Canada,"52.0016,-95.4274",52.0016,-95.4274
Bakpinka,Critically endangered,3416.0,Niger–Congo,Nigeria,"5.3644,8.2397",5.3644,8.2397
Morokodo,Severely endangered,3400.0,Nilo-Saharan,Sudan,"6.0313,29.7949",6.0313,29.7949
Eloxochitlán Mazatec,Vulnerable,3384.0,Oto-Manguean,Mexico,"18.1754,-96.8765",18.1754,-96.8765
Menik,Definitely endangered,3375.0,Niger–Congo,Senegal,"12.7528,-12.2717",12.7528,-12.2717
Teribe (Panama),Definitely endangered,3305.0,Chibchan,Panama,"9.4472,-82.5166",9.4472,-82.5166
Tima,Severely endangered,3305.0,Niger–Congo,Sudan,"11.7033,29.1934",11.7033,29.1934
Mursi,Vulnerable,3278.0,Nilo-Saharan,Ethiopia,"5.5831,36.5075",5.5831,36.5075
Pendau,Vulnerable,3200.0,Austronesian,Indonesia,"0.1922,120.0091",0.1922,120.0091
Ayautla Mazatec,Vulnerable,3192.0,Oto-Manguean,Mexico,"18.019,-96.7441",18.019,-96.7441
Yucatec,Definitely endangered,3155.0,Mayan,Belize,"17.0922,-89.1221",17.0922,-89.1221
Sayultec,Definitely endangered,3150.0,Sino-Tibetan,Mexico,"17.8816,-94.9597",17.8816,-94.9597
Eastern Tlapanec,Vulnerable,3088.0,Oto-Mangue,Mexico,"17.8135,-98.604",17.8135,-98.604
Juhur (Caucasus),Definitely endangered,3016.0,Indo-European,"Azerbaijan, Russian Federation","42.0044,48.2409",42.0044,48.2409
Awjila,Severely endangered,3000.0,Afro-Asiatic,Libyan Arab Jamahiriya,"26.6278,24.5214",26.6278,24.5214
Baleasang,Definitely endangered,3000.0,Austronesian,Indonesia,"-0.0494,119.685",-0.0494,119.685
Benga,Definitely endangered,3000.0,Niger–Congo,"Gabon, Equatorial Guinea","0.9997,9.8657",0.9997,9.8657
Besoa,Vulnerable,3000.0,Austronesian,Indonesia,"-1.7163,120.4211",-1.7163,120.4211
Boni,Definitely endangered,3000.0,Afro-Asiatic,Kenya,"-0.8294,40.8142",-0.8294,40.8142
Bonjo,Severely endangered,3000.0,Niger–Congo,Congo,"1.7712,17.9598",1.7712,17.9598
Brokshat,Definitely endangered,3000.0,Indo-European,India,"34.6478,76.4978",34.6478,76.4978
Budukh,Severely endangered,3000.0,Northeast Caucasian,Azerbaijan,"41.1207,48.3233",41.1207,48.3233
Dahaalik,Critically endangered,3000.0,Sino-Tibetan,Eritrea,"15.6917,40.0671",15.6917,40.0671
East Greenlandic,Definitely endangered,3000.0,Eskimo–Aleut,Greenland (Kingdom of Denmark),"65.6061,-37.6858",65.6061,-37.6858
Eastern Khanty,Definitely endangered,3000.0,Uralic,Russian Federation,"61.2491,74.5092",61.2491,74.5092
Fyem,Severely endangered,3000.0,Niger–Congo,Nigeria,"9.6332,8.8632",9.6332,8.8632
Geta?,Severely endangered,3000.0,Austroasiatic,India,"18.2293,82.727",18.2293,82.727
Gura,Severely endangered,3000.0,Niger–Congo,Nigeria,"10.075,6.8499",10.075,6.8499
Harsusi,Definitely endangered,3000.0,Afro-Asiatic,Oman,"19.9372,56.2637",19.9372,56.2637
Hozo,Definitely endangered,3000.0,Afro-Asiatic,Ethiopia,"9.3352,34.53",9.3352,34.53
Jemez,Vulnerable,3000.0,Tanoan,United States of America,"35.6151,-106.7242",35.6151,-106.7242
Kamara,Definitely endangered,3000.0,Niger–Congo,Ghana,"9.0858,-2.2576",9.0858,-2.2576
Kapingamarangi,Severely endangered,3000.0,Austronesian,Micronesia (Federated States of),"1.0828,154.8081",1.0828,154.8081
Koitabu,Vulnerable,3000.0,Trans–New Guinea,Papua New Guinea,"-9.346,147.1179",-9.346,147.1179
Kuk,Definitely endangered,3000.0,Indo-European,Cameroon,"6.4326,10.2365",6.4326,10.2365
Lai,Definitely endangered,3000.0,Austroasiatic,China,"24.4871,105.216",24.4871,105.216
Limirong Tibetan,Definitely endangered,3000.0,Sino-Tibetan,Nepal,"29.9164,81.7617",29.9164,81.7617
Lishanid Noshan (Israel),Severely endangered,3000.0,Afro-Asiatic,Israel,"31.7188,34.7772",31.7188,34.7772
Lude,Severely endangered,3000.0,Uralic,Russian Federation,"61.5867,33.6813",61.5867,33.6813
"Mbya Guarani (Argentina, Uruguay)",Severely endangered,3000.0,Tupian,"Argentina, Uruguay","-29.6116,-57.4804",-29.6116,-57.4804
"Mohawk (Akwesasne, St. Regis)",Definitely endangered,3000.0,Iroquoian,United States of America,"45.0033,-74.6497",45.0033,-74.6497
Nanay,Severely endangered,3000.0,Tungusic,"China, Russian Federation","49.3537,136.5243",49.3537,136.5243
Palu'e,Definitely endangered,3000.0,Sino-Tibetan,Indonesia,"-8.3242,121.7106",-8.3242,121.7106
Panare,Vulnerable,3000.0,Cariban,Venezuela (Bolivarian Republic of),"6.5445,-66.4233",6.5445,-66.4233
Pilagá,Vulnerable,3000.0,Guaicuruan,Argentina,"-25.4035,-58.6669",-25.4035,-58.6669
Pitjantjatjara,Vulnerable,3000.0,Pama–Nyungan,Australia,"-26.0719,129.9517",-26.0719,129.9517
Pukur,Definitely endangered,3000.0,Niger–Congo,Guinea,"10.4013,-14.4799",10.4013,-14.4799
Rotuman,Vulnerable,3000.0,Austronesian,Fiji,"-12.5063,177.0776",-12.5063,177.0776
Savi,Definitely endangered,3000.0,Indo-European,"Pakistan, Afghanistan","35.2085,71.845",35.2085,71.845
Sherdukpen,Vulnerable,3000.0,Sino-Tibetan,India,"27.1935,92.351",27.1935,92.351
Shira Yugur,Severely endangered,3000.0,Mongolic,China,"39.1002,99.2065",39.1002,99.2065
Takahanyilang,Critically endangered,3000.0,Austroasiatic,India,"6.85,93.8726",6.85,93.8726
U,Definitely endangered,3000.0,Austroasiatic,China,"23.4844,99.8404",23.4844,99.8404
Ulithian,Severely endangered,3000.0,Austronesian,Micronesia (Federated States of),"10.0229,139.6801",10.0229,139.6801
Waima'a,Definitely endangered,3000.0,Austronesian,Timor-Leste,"-8.4995,126.3372",-8.4995,126.3372
Warlpiri,Vulnerable,3000.0,Pama–Nyungan,Australia,"-20.8177,131.6601",-20.8177,131.6601
Yukpa,Vulnerable,3000.0,Cariban,Venezuela (Bolivarian Republic of),"9.7956,-72.9382",9.7956,-72.9382
Western Montagnais,Vulnerable,2980.0,Algic,Canada,"48.9635,-68.5729",48.9635,-68.5729
Waiwai (Brazil),Vulnerable,2916.0,Cariban,Brazil,"-0.7909,-58.2714",-0.7909,-58.2714
Jersey French,Severely endangered,2874.0,Indo-European,United Kingdom of Great Britain and Northern Ireland,"49.2211,-2.1368",49.2211,-2.1368
Bahing,Definitely endangered,2765.0,Sino-Tibetan,Nepal,"27.3126,86.5571",27.3126,86.5571
Stoney,Vulnerable,2765.0,Siouan,Canada,"51.161,-114.8533",51.161,-114.8533
Southwestern Tepehuan,Vulnerable,2756.0,Uto-Aztecan,Mexico,"22.8349,-105.7276",22.8349,-105.7276
Northern Mansi,Severely endangered,2746.0,Uralic,Russian Federation,"62.6539,63.1494",62.6539,63.1494
Bisu,Definitely endangered,2740.0,Sino-Tibetan,"Myanmar, Thailand","19.715,99.6789",19.715,99.6789
Wari,Definitely endangered,2721.0,Chapacuran,Brazil,"-11.7275,-65.0061",-11.7275,-65.0061
Pakan,Definitely endangered,2700.0,Austroasiatic,China,"23.7447,105.2235",23.7447,105.2235
Yami,Vulnerable,2700.0,Austronesian,China,"22.0512,121.5403",22.0512,121.5403
Ko,Critically endangered,2683.0,Niger–Congo,Sudan,"10.6714,30.8386",10.6714,30.8386
Yuracaré,Definitely endangered,2675.0,Language isolate,Bolivia (Plurinational State of),"-16.6888,-65.4345",-16.6888,-65.4345
Aimol,Critically endangered,2643.0,Sino-Tibetan,India,"24.4971,93.6145",24.4971,93.6145
Kohi,Vulnerable,2641.0,Sino-Tibetan,Nepal,"27.3607,86.8661",27.3607,86.8661
Chatino of the western lowlands,Definitely endangered,2640.0,Oto-Manguean,Mexico,"16.3049,-97.5466",16.3049,-97.5466
Bolo,Definitely endangered,2627.0,Niger–Congo,Angola,"-10.5526,14.9633",-10.5526,14.9633
Logol,Severely endangered,2600.0,Niger–Congo,Sudan,"10.8521,30.6463",10.8521,30.6463
Sila,Definitely endangered,2600.0,Sino-Tibetan,"Lao People's Democratic Republic, Viet Nam","22.3094,102.041",22.3094,102.041
Pisaflores Tepehua,Vulnerable,2578.0,Totonacan,Mexico,"20.6883,-98.0125",20.6883,-98.0125
Xerente,Severely endangered,2569.0,Macro-Ge,Brazil,"-9.3356,-48.2227",-9.3356,-48.2227
Bribri (Panama),Severely endangered,2521.0,Chibchan,Panama,"9.4813,-82.6174",9.4813,-82.6174
Achuar,Definitely endangered,2500.0,Jivaroan,"Ecuador, Peru","-2.8991,-77.4316",-2.8991,-77.4316
Bai,Definitely endangered,2500.0,Ubangian,Sudan,"8.0592,25.5102",8.0592,25.5102
Banka,Definitely endangered,2500.0,Niger–Congo,Mali,"11.4261,-5.6744",11.4261,-5.6744
Culina (Peru),Definitely endangered,2500.0,Arauan,Peru,"-9.6224,-70.7958",-9.6224,-70.7958
Gadang,Definitely endangered,2500.0,Afro-Asiatic,Chad,"10.3473,17.2485",10.3473,17.2485
Khinalug,Severely endangered,2500.0,Northeast Caucasian,Azerbaijan,"41.1579,48.0706",41.1579,48.0706
Laomian (China),Definitely endangered,2500.0,Sino-Tibetan,China,"23.7645,100.0195",23.7645,100.0195
Laomian (Myanmar),Definitely endangered,2500.0,Sino-Tibetan,Myanmar,"22.6833,99.25",22.6833,99.25
Lhokpu,Definitely endangered,2500.0,Sino-Tibetan,Bhutan,"26.9514,89.2968",26.9514,89.2968
Martuwangka,Vulnerable,2500.0,Pama–Nyungan,Australia,"-24.1975,122.9589",-24.1975,122.9589
Mayoruna (Peru),Vulnerable,2500.0,Panoan,Peru,"-5.5285,-73.4765",-5.5285,-73.4765
Pingelapese,Severely endangered,2500.0,Austronesian,Micronesia (Federated States of),"6.2279,160.7107",6.2279,160.7107
Rapanui,Severely endangered,2500.0,Austronesian,Chile,"-27.108,-109.3579",-27.108,-109.3579
Remo,Severely endangered,2500.0,Austroasiatic,India,"19.1659,82.6391",19.1659,82.6391
Roshorvi,Severely endangered,2500.0,Indo-European,Tajikistan,"38.1086,72.1719",38.1086,72.1719
Sanglechi,Severely endangered,2500.0,Indo-European,"Tajikistan, Afghanistan","36.6585,71.4784",36.6585,71.4784
Semelai,Severely endangered,2500.0,Austroasiatic,Malaysia,"3.1761,102.4818",3.1761,102.4818
Urak Lawoi (Malaysia),Definitely endangered,2500.0,Austronesian,Malaysia,"6.4194,99.7869",6.4194,99.7869
Urak Lawoi (Thailand),Definitely endangered,2500.0,Austronesian,Thailand,"7.7756,98.3306",7.7756,98.3306
